OrderId,OrderDate,ShipDate,ShipMode,City,OrderDateCalc,IngestionDate
CA-2018-131695,30/06/2018,2018/06/07,Standard Class,New York City,30/06/2018,2022-06-20
CA-2018-131695,30/06/2018,2018/06/07,Standard Class,New York City,30/06/2018,2022-06-20
CA-2017-137729,05/05/2017,2017/09/05,Standard Class,Los Angeles,05/05/2017,2022-06-20
CA-2017-137729,05/05/2017,2017/09/05,Standard Class,Los Angeles,05/05/2017,2022-06-20
US-2017-115455,08/09/2017,2017/09/14,Standard Class,Wheeling,08/09/2017,2022-06-20
US-2017-115455,08/09/2017,2017/09/14,Standard Class,Wheeling,08/09/2017,2022-06-20
CA-2018-128300,24/11/2018,2018/11/26,Second Class,Summerville,24/11/2018,2022-06-20
CA-2018-128300,24/11/2018,2018/11/26,Second Class,Summerville,24/11/2018,2022-06-20
CA-2018-149048,13/05/2018,2018/05/17,Standard Class,Columbus,13/05/2018,2022-06-20
CA-2018-149048,13/05/2018,2018/05/17,Standard Class,Columbus,13/05/2018,2022-06-20
CA-2018-149048,13/05/2018,2018/05/17,Standard Class,Columbus,13/05/2018,2022-06-20
CA-2018-149048,13/05/2018,2018/05/17,Standard Class,Columbus,13/05/2018,2022-06-20
CA-2018-149048,13/05/2018,2018/05/17,Standard Class,Columbus,13/05/2018,2022-06-20
CA-2018-108553,23/04/2018,2018/04/29,Standard Class,New York City,23/04/2018,2022-06-20
CA-2018-108553,23/04/2018,2018/04/29,Standard Class,New York City,23/04/2018,2022-06-20
CA-2017-165848,04/06/2017,2017/04/06,Same Day,New York City,04/06/2017,2022-06-20
CA-2017-165848,04/06/2017,2017/04/06,Same Day,New York City,04/06/2017,2022-06-20
CA-2017-165848,04/06/2017,2017/04/06,Same Day,New York City,04/06/2017,2022-06-20
CA-2017-165848,04/06/2017,2017/04/06,Same Day,New York City,04/06/2017,2022-06-20
CA-2015-112718,16/12/2015,2015/12/21,Standard Class,Jacksonville,16/12/2015,2022-06-20
CA-2017-154053,04/03/2017,2017/10/03,Standard Class,San Diego,04/03/2017,2022-06-20
CA-2015-127446,25/11/2015,2015/11/30,Standard Class,Arlington,25/11/2015,2022-06-20
CA-2015-127446,25/11/2015,2015/11/30,Standard Class,Arlington,25/11/2015,2022-06-20
CA-2015-127446,25/11/2015,2015/11/30,Standard Class,Arlington,25/11/2015,2022-06-20
CA-2015-127446,25/11/2015,2015/11/30,Standard Class,Arlington,25/11/2015,2022-06-20
CA-2015-127446,25/11/2015,2015/11/30,Standard Class,Arlington,25/11/2015,2022-06-20
CA-2015-127446,25/11/2015,2015/11/30,Standard Class,Arlington,25/11/2015,2022-06-20
CA-2017-137204,28/04/2017,2017/05/05,Standard Class,Los Angeles,28/04/2017,2022-06-20
CA-2015-147298,26/04/2015,2015/03/05,Standard Class,Los Angeles,26/04/2015,2022-06-20
CA-2015-147298,26/04/2015,2015/03/05,Standard Class,Los Angeles,26/04/2015,2022-06-20
CA-2018-147942,01/04/2018,2018/05/04,Standard Class,San Francisco,01/04/2018,2022-06-20
CA-2018-147942,01/04/2018,2018/05/04,Standard Class,San Francisco,01/04/2018,2022-06-20
CA-2018-115931,22/12/2018,2018/12/26,Standard Class,Carlsbad,22/12/2018,2022-06-20
CA-2018-115931,22/12/2018,2018/12/26,Standard Class,Carlsbad,22/12/2018,2022-06-20
CA-2018-115931,22/12/2018,2018/12/26,Standard Class,Carlsbad,22/12/2018,2022-06-20
CA-2018-115931,22/12/2018,2018/12/26,Standard Class,Carlsbad,22/12/2018,2022-06-20
CA-2015-164861,03/12/2015,2015/06/12,Second Class,Saint Louis,03/12/2015,2022-06-20
CA-2018-127180,22/10/2018,2018/10/24,First Class,New York City,22/10/2018,2022-06-20
CA-2018-127180,22/10/2018,2018/10/24,First Class,New York City,22/10/2018,2022-06-20
CA-2018-127180,22/10/2018,2018/10/24,First Class,New York City,22/10/2018,2022-06-20
CA-2018-127180,22/10/2018,2018/10/24,First Class,New York City,22/10/2018,2022-06-20
US-2018-165344,13/11/2018,2018/11/15,First Class,Springfield,13/11/2018,2022-06-20
US-2018-165344,13/11/2018,2018/11/15,First Class,Springfield,13/11/2018,2022-06-20
US-2018-165344,13/11/2018,2018/11/15,First Class,Springfield,13/11/2018,2022-06-20
CA-2016-168186,10/09/2016,2016/09/15,Standard Class,Tulsa,10/09/2016,2022-06-20
US-2018-110604,15/05/2018,2018/05/20,Standard Class,Seattle,15/05/2018,2022-06-20
US-2018-110604,15/05/2018,2018/05/20,Standard Class,Seattle,15/05/2018,2022-06-20
US-2018-110604,15/05/2018,2018/05/20,Standard Class,Seattle,15/05/2018,2022-06-20
CA-2016-116750,05/07/2016,2016/10/07,Second Class,Fayetteville,05/07/2016,2022-06-20
CA-2016-116750,05/07/2016,2016/10/07,Second Class,Fayetteville,05/07/2016,2022-06-20
CA-2016-162369,15/08/2016,2016/08/19,Standard Class,Los Angeles,15/08/2016,2022-06-20
CA-2018-108441,12/06/2018,2018/06/18,Standard Class,New York City,12/06/2018,2022-06-20
CA-2018-108441,12/06/2018,2018/06/18,Standard Class,New York City,12/06/2018,2022-06-20
CA-2018-108441,12/06/2018,2018/06/18,Standard Class,New York City,12/06/2018,2022-06-20
CA-2018-108441,12/06/2018,2018/06/18,Standard Class,New York City,12/06/2018,2022-06-20
CA-2016-169740,20/02/2016,2016/02/25,Standard Class,Hot Springs,20/02/2016,2022-06-20
CA-2017-124051,29/12/2017,2017/12/30,First Class,Aurora,29/12/2017,2022-06-20
CA-2017-149111,17/04/2017,2017/04/21,Second Class,Raleigh,17/04/2017,2022-06-20
CA-2017-149111,17/04/2017,2017/04/21,Second Class,Raleigh,17/04/2017,2022-06-20
CA-2015-131002,07/09/2015,2015/12/09,Second Class,Tulsa,07/09/2015,2022-06-20
CA-2015-131002,07/09/2015,2015/12/09,Second Class,Tulsa,07/09/2015,2022-06-20
CA-2015-131002,07/09/2015,2015/12/09,Second Class,Tulsa,07/09/2015,2022-06-20
CA-2015-131002,07/09/2015,2015/12/09,Second Class,Tulsa,07/09/2015,2022-06-20
CA-2015-131002,07/09/2015,2015/12/09,Second Class,Tulsa,07/09/2015,2022-06-20
US-2017-146794,26/09/2017,2017/01/10,Standard Class,Hesperia,26/09/2017,2022-06-20
CA-2018-112515,17/09/2018,2018/09/21,Second Class,Provo,17/09/2018,2022-06-20
CA-2018-112515,17/09/2018,2018/09/21,Second Class,Provo,17/09/2018,2022-06-20
CA-2018-112515,17/09/2018,2018/09/21,Second Class,Provo,17/09/2018,2022-06-20
CA-2018-112515,17/09/2018,2018/09/21,Second Class,Provo,17/09/2018,2022-06-20
CA-2018-112515,17/09/2018,2018/09/21,Second Class,Provo,17/09/2018,2022-06-20
CA-2018-112515,17/09/2018,2018/09/21,Second Class,Provo,17/09/2018,2022-06-20
CA-2018-112515,17/09/2018,2018/09/21,Second Class,Provo,17/09/2018,2022-06-20
CA-2017-150343,16/08/2017,2017/08/20,Standard Class,San Francisco,16/08/2017,2022-06-20
CA-2016-135538,24/12/2016,2016/12/28,Standard Class,Gilbert,24/12/2016,2022-06-20
CA-2018-123372,28/11/2018,2018/02/12,Standard Class,New York City,28/11/2018,2022-06-20
CA-2018-123372,28/11/2018,2018/02/12,Standard Class,New York City,28/11/2018,2022-06-20
CA-2018-159604,14/04/2018,2018/04/15,First Class,Springfield,14/04/2018,2022-06-20
CA-2017-164784,01/05/2017,2017/04/05,First Class,Memphis,01/05/2017,2022-06-20
CA-2017-164784,01/05/2017,2017/04/05,First Class,Memphis,01/05/2017,2022-06-20
CA-2017-164784,01/05/2017,2017/04/05,First Class,Memphis,01/05/2017,2022-06-20
CA-2017-111794,01/10/2017,2017/01/10,Same Day,Amarillo,01/10/2017,2022-06-20
CA-2017-111794,01/10/2017,2017/01/10,Same Day,Amarillo,01/10/2017,2022-06-20
US-2016-139759,25/08/2016,2016/08/30,Standard Class,Los Angeles,25/08/2016,2022-06-20
US-2016-139759,25/08/2016,2016/08/30,Standard Class,Los Angeles,25/08/2016,2022-06-20
CA-2015-126403,09/09/2015,2015/12/09,Second Class,Lowell,09/09/2015,2022-06-20
CA-2015-126403,09/09/2015,2015/12/09,Second Class,Lowell,09/09/2015,2022-06-20
CA-2015-126403,09/09/2015,2015/12/09,Second Class,Lowell,09/09/2015,2022-06-20
CA-2015-126403,09/09/2015,2015/12/09,Second Class,Lowell,09/09/2015,2022-06-20
CA-2018-136875,03/12/2018,2018/03/12,Same Day,San Diego,03/12/2018,2022-06-20
CA-2018-132185,27/11/2018,2018/02/12,Standard Class,Asheville,27/11/2018,2022-06-20
CA-2018-132185,27/11/2018,2018/02/12,Standard Class,Asheville,27/11/2018,2022-06-20
US-2015-160780,21/06/2015,2015/06/21,Same Day,Pueblo,21/06/2015,2022-06-20
US-2015-160780,21/06/2015,2015/06/21,Same Day,Pueblo,21/06/2015,2022-06-20
CA-2018-127026,21/01/2018,2018/01/27,Standard Class,Jackson,21/01/2018,2022-06-20
CA-2018-127026,21/01/2018,2018/01/27,Standard Class,Jackson,21/01/2018,2022-06-20
CA-2018-127026,21/01/2018,2018/01/27,Standard Class,Jackson,21/01/2018,2022-06-20
CA-2018-127026,21/01/2018,2018/01/27,Standard Class,Jackson,21/01/2018,2022-06-20
CA-2018-127026,21/01/2018,2018/01/27,Standard Class,Jackson,21/01/2018,2022-06-20
CA-2018-137085,29/06/2018,2018/06/07,Standard Class,Los Angeles,29/06/2018,2022-06-20
CA-2017-133123,06/09/2017,2017/11/09,Standard Class,Thomasville,06/09/2017,2022-06-20
CA-2017-133123,06/09/2017,2017/11/09,Standard Class,Thomasville,06/09/2017,2022-06-20
US-2017-128195,04/08/2017,2017/05/08,First Class,Peoria,04/08/2017,2022-06-20
CA-2016-153220,12/11/2016,2016/11/14,First Class,Los Angeles,12/11/2016,2022-06-20
CA-2015-123064,30/06/2015,2015/02/07,First Class,Chicago,30/06/2015,2022-06-20
CA-2018-156412,04/12/2018,2018/08/12,Standard Class,Philadelphia,04/12/2018,2022-06-20
US-2017-144211,28/08/2017,2017/02/09,Standard Class,Englewood,28/08/2017,2022-06-20
US-2017-144211,28/08/2017,2017/02/09,Standard Class,Englewood,28/08/2017,2022-06-20
CA-2017-138079,22/01/2017,2017/01/28,Standard Class,Seattle,22/01/2017,2022-06-20
CA-2015-143182,15/10/2015,2015/10/20,Standard Class,Hialeah,15/10/2015,2022-06-20
CA-2017-161662,07/02/2017,2017/09/02,First Class,Lancaster,07/02/2017,2022-06-20
CA-2015-145317,18/03/2015,2015/03/23,Standard Class,Jacksonville,18/03/2015,2022-06-20
CA-2015-145317,18/03/2015,2015/03/23,Standard Class,Jacksonville,18/03/2015,2022-06-20
CA-2015-145317,18/03/2015,2015/03/23,Standard Class,Jacksonville,18/03/2015,2022-06-20
CA-2015-145317,18/03/2015,2015/03/23,Standard Class,Jacksonville,18/03/2015,2022-06-20
CA-2015-145317,18/03/2015,2015/03/23,Standard Class,Jacksonville,18/03/2015,2022-06-20
CA-2015-145317,18/03/2015,2015/03/23,Standard Class,Jacksonville,18/03/2015,2022-06-20
CA-2015-145317,18/03/2015,2015/03/23,Standard Class,Jacksonville,18/03/2015,2022-06-20
CA-2015-143413,24/05/2015,2015/05/30,Standard Class,Baltimore,24/05/2015,2022-06-20
CA-2018-156818,11/07/2018,2018/07/13,Second Class,New York City,11/07/2018,2022-06-20
CA-2018-155873,16/06/2018,2018/06/21,Standard Class,Carlsbad,16/06/2018,2022-06-20
CA-2018-155873,16/06/2018,2018/06/21,Standard Class,Carlsbad,16/06/2018,2022-06-20
CA-2018-155873,16/06/2018,2018/06/21,Standard Class,Carlsbad,16/06/2018,2022-06-20
CA-2016-121797,30/01/2016,2016/06/02,Standard Class,Los Angeles,30/01/2016,2022-06-20
CA-2016-121797,30/01/2016,2016/06/02,Standard Class,Los Angeles,30/01/2016,2022-06-20
US-2016-120572,11/12/2016,2016/12/15,Standard Class,Jacksonville,11/12/2016,2022-06-20
CA-2018-132430,09/10/2018,2018/11/10,First Class,Lakewood,09/10/2018,2022-06-20
CA-2018-146031,29/07/2018,2018/01/08,Second Class,Troy,29/07/2018,2022-06-20
CA-2015-110100,25/04/2015,2015/04/29,Standard Class,Wilmington,25/04/2015,2022-06-20
CA-2016-103723,01/12/2016,2016/06/12,Standard Class,Seattle,01/12/2016,2022-06-20
CA-2015-127187,04/12/2015,2015/08/12,Standard Class,New York City,04/12/2015,2022-06-20
CA-2018-128475,26/08/2018,2018/01/09,Standard Class,Columbus,26/08/2018,2022-06-20
CA-2015-100006,07/09/2015,2015/09/13,Standard Class,New York City,07/09/2015,2022-06-20
CA-2018-144827,21/12/2018,2018/12/27,Standard Class,Costa Mesa,21/12/2018,2022-06-20
CA-2015-110030,06/12/2015,2015/08/12,Second Class,Houston,06/12/2015,2022-06-20
CA-2015-121286,04/11/2015,2015/08/11,Second Class,Cary,04/11/2015,2022-06-20
CA-2015-121286,04/11/2015,2015/08/11,Second Class,Cary,04/11/2015,2022-06-20
CA-2017-164735,14/04/2017,2017/04/19,Second Class,Alexandria,14/04/2017,2022-06-20
CA-2015-153479,04/10/2015,2015/08/10,Standard Class,Vallejo,04/10/2015,2022-06-20
CA-2015-153479,04/10/2015,2015/08/10,Standard Class,Vallejo,04/10/2015,2022-06-20
CA-2018-149888,07/11/2018,2018/11/13,Standard Class,Philadelphia,07/11/2018,2022-06-20
CA-2018-149888,07/11/2018,2018/11/13,Standard Class,Philadelphia,07/11/2018,2022-06-20
CA-2018-119193,22/12/2018,2018/12/24,First Class,Toledo,22/12/2018,2022-06-20
CA-2018-119193,22/12/2018,2018/12/24,First Class,Toledo,22/12/2018,2022-06-20
CA-2018-104801,13/02/2018,2018/02/19,Standard Class,Seattle,13/02/2018,2022-06-20
CA-2018-104801,13/02/2018,2018/02/19,Standard Class,Seattle,13/02/2018,2022-06-20
CA-2018-104801,13/02/2018,2018/02/19,Standard Class,Seattle,13/02/2018,2022-06-20
CA-2015-107594,02/07/2015,2015/06/07,Standard Class,Plainfield,02/07/2015,2022-06-20
CA-2015-107594,02/07/2015,2015/06/07,Standard Class,Plainfield,02/07/2015,2022-06-20
CA-2016-129770,21/02/2016,2016/02/23,Second Class,Las Cruces,21/02/2016,2022-06-20
CA-2016-115798,13/11/2016,2016/11/19,Standard Class,Newark,13/11/2016,2022-06-20
CA-2016-115798,13/11/2016,2016/11/19,Standard Class,Newark,13/11/2016,2022-06-20
CA-2016-115798,13/11/2016,2016/11/19,Standard Class,Newark,13/11/2016,2022-06-20
CA-2016-115798,13/11/2016,2016/11/19,Standard Class,Newark,13/11/2016,2022-06-20
CA-2018-122707,16/04/2018,2018/04/18,First Class,Hoover,16/04/2018,2022-06-20
CA-2018-122707,16/04/2018,2018/04/18,First Class,Hoover,16/04/2018,2022-06-20
CA-2017-165015,25/02/2017,2017/02/27,Second Class,Newark,25/02/2017,2022-06-20
CA-2015-149244,04/11/2015,2015/08/11,Standard Class,San Diego,04/11/2015,2022-06-20
CA-2016-140144,20/06/2016,2016/06/25,Second Class,San Francisco,20/06/2016,2022-06-20
CA-2016-140144,20/06/2016,2016/06/25,Second Class,San Francisco,20/06/2016,2022-06-20
CA-2018-163321,07/08/2018,2018/11/08,Second Class,Jacksonville,07/08/2018,2022-06-20
CA-2015-155887,12/05/2015,2015/05/17,Standard Class,Franklin,12/05/2015,2022-06-20
US-2016-165449,22/11/2016,2016/11/26,Standard Class,Frisco,22/11/2016,2022-06-20
CA-2016-110247,04/12/2016,2016/08/12,Standard Class,Tallahassee,04/12/2016,2022-06-20
US-2015-141257,08/06/2015,2015/06/14,Standard Class,Seattle,08/06/2015,2022-06-20
CA-2015-154669,08/08/2015,2015/11/08,Second Class,Vacaville,08/08/2015,2022-06-20
CA-2015-158029,26/05/2015,2015/05/30,Standard Class,Los Angeles,26/05/2015,2022-06-20
CA-2016-155306,17/04/2016,2016/04/21,Standard Class,San Francisco,17/04/2016,2022-06-20
CA-2016-155306,17/04/2016,2016/04/21,Standard Class,San Francisco,17/04/2016,2022-06-20
CA-2016-155306,17/04/2016,2016/04/21,Standard Class,San Francisco,17/04/2016,2022-06-20
CA-2016-155306,17/04/2016,2016/04/21,Standard Class,San Francisco,17/04/2016,2022-06-20
CA-2016-155306,17/04/2016,2016/04/21,Standard Class,San Francisco,17/04/2016,2022-06-20
CA-2017-127775,11/06/2017,2017/06/13,Second Class,New York City,11/06/2017,2022-06-20
CA-2017-146171,11/03/2017,2017/03/15,Standard Class,Columbus,11/03/2017,2022-06-20
CA-2017-146171,11/03/2017,2017/03/15,Standard Class,Columbus,11/03/2017,2022-06-20
CA-2015-129574,26/05/2015,2015/05/29,First Class,Murray,26/05/2015,2022-06-20
CA-2018-126536,12/10/2018,2018/10/14,First Class,San Francisco,12/10/2018,2022-06-20
CA-2018-126536,12/10/2018,2018/10/14,First Class,San Francisco,12/10/2018,2022-06-20
CA-2018-165757,22/06/2018,2018/06/28,Standard Class,Philadelphia,22/06/2018,2022-06-20
CA-2018-165757,22/06/2018,2018/06/28,Standard Class,Philadelphia,22/06/2018,2022-06-20
CA-2018-165757,22/06/2018,2018/06/28,Standard Class,Philadelphia,22/06/2018,2022-06-20
CA-2018-167752,15/01/2018,2018/01/18,First Class,Philadelphia,15/01/2018,2022-06-20
CA-2018-167752,15/01/2018,2018/01/18,First Class,Philadelphia,15/01/2018,2022-06-20
US-2016-122140,02/04/2016,2016/07/04,Standard Class,Dallas,02/04/2016,2022-06-20
US-2016-122140,02/04/2016,2016/07/04,Standard Class,Dallas,02/04/2016,2022-06-20
US-2016-122140,02/04/2016,2016/07/04,Standard Class,Dallas,02/04/2016,2022-06-20
CA-2017-163986,03/09/2017,2017/10/09,Standard Class,Waukesha,03/09/2017,2022-06-20
CA-2018-158967,10/12/2018,2018/12/12,First Class,Fort Lauderdale,10/12/2018,2022-06-20
CA-2017-131576,22/11/2017,2017/11/26,Standard Class,Detroit,22/11/2017,2022-06-20
CA-2018-143455,11/11/2018,2018/11/18,Standard Class,Springfield,11/11/2018,2022-06-20
CA-2017-144729,21/10/2017,2017/10/25,Standard Class,San Diego,21/10/2017,2022-06-20
CA-2016-127019,21/12/2016,2016/12/25,Standard Class,Colorado Springs,21/12/2016,2022-06-20
CA-2016-138534,17/07/2016,2016/07/19,Second Class,Bakersfield,17/07/2016,2022-06-20
CA-2018-108322,30/04/2018,2018/05/05,Standard Class,Pompano Beach,30/04/2018,2022-06-20
CA-2018-108322,30/04/2018,2018/05/05,Standard Class,Pompano Beach,30/04/2018,2022-06-20
CA-2018-167668,06/05/2018,2018/08/05,First Class,New York City,06/05/2018,2022-06-20
CA-2018-146724,20/11/2018,2018/11/27,Standard Class,Lakeville,20/11/2018,2022-06-20
CA-2017-139878,11/11/2017,2017/11/16,Standard Class,Detroit,11/11/2017,2022-06-20
US-2017-106677,05/11/2017,2017/10/11,Standard Class,Philadelphia,05/11/2017,2022-06-20
CA-2017-116974,09/10/2017,2017/10/15,Standard Class,Troy,09/10/2017,2022-06-20
CA-2016-149972,21/09/2016,2016/09/23,First Class,Los Angeles,21/09/2016,2022-06-20
CA-2016-149972,21/09/2016,2016/09/23,First Class,Los Angeles,21/09/2016,2022-06-20
US-2015-117744,02/12/2015,2015/06/12,Standard Class,Corpus Christi,02/12/2015,2022-06-20
US-2015-117744,02/12/2015,2015/06/12,Standard Class,Corpus Christi,02/12/2015,2022-06-20
US-2015-117744,02/12/2015,2015/06/12,Standard Class,Corpus Christi,02/12/2015,2022-06-20
CA-2015-125514,21/09/2015,2015/09/22,First Class,Omaha,21/09/2015,2022-06-20
CA-2015-125514,21/09/2015,2015/09/22,First Class,Omaha,21/09/2015,2022-06-20
CA-2015-125514,21/09/2015,2015/09/22,First Class,Omaha,21/09/2015,2022-06-20
CA-2015-154599,12/04/2015,2015/04/17,Standard Class,Redondo Beach,12/04/2015,2022-06-20
CA-2015-154599,12/04/2015,2015/04/17,Standard Class,Redondo Beach,12/04/2015,2022-06-20
CA-2015-154599,12/04/2015,2015/04/17,Standard Class,Redondo Beach,12/04/2015,2022-06-20
CA-2015-154599,12/04/2015,2015/04/17,Standard Class,Redondo Beach,12/04/2015,2022-06-20
CA-2018-158743,20/10/2018,2018/10/27,Standard Class,Little Rock,20/10/2018,2022-06-20
CA-2018-158743,20/10/2018,2018/10/27,Standard Class,Little Rock,20/10/2018,2022-06-20
CA-2018-158743,20/10/2018,2018/10/27,Standard Class,Little Rock,20/10/2018,2022-06-20
CA-2017-153318,25/10/2017,2017/10/28,First Class,Miami,25/10/2017,2022-06-20
US-2016-110163,01/11/2016,2016/04/11,First Class,Salem,01/11/2016,2022-06-20
CA-2018-143329,03/11/2018,2018/08/11,Standard Class,Las Cruces,03/11/2018,2022-06-20
CA-2016-159380,12/05/2016,2016/05/16,Standard Class,San Francisco,12/05/2016,2022-06-20
CA-2016-159380,12/05/2016,2016/05/16,Standard Class,San Francisco,12/05/2016,2022-06-20
CA-2016-122623,07/09/2016,2016/11/09,Standard Class,El Paso,07/09/2016,2022-06-20
CA-2016-148635,25/07/2016,2016/07/27,Second Class,Seattle,25/07/2016,2022-06-20
CA-2016-148635,25/07/2016,2016/07/27,Second Class,Seattle,25/07/2016,2022-06-20
CA-2016-148635,25/07/2016,2016/07/27,Second Class,Seattle,25/07/2016,2022-06-20
CA-2016-148635,25/07/2016,2016/07/27,Second Class,Seattle,25/07/2016,2022-06-20
CA-2016-135685,16/11/2016,2016/11/18,Second Class,Milwaukee,16/11/2016,2022-06-20
CA-2016-135685,16/11/2016,2016/11/18,Second Class,Milwaukee,16/11/2016,2022-06-20
CA-2016-135685,16/11/2016,2016/11/18,Second Class,Milwaukee,16/11/2016,2022-06-20
CA-2016-135685,16/11/2016,2016/11/18,Second Class,Milwaukee,16/11/2016,2022-06-20
CA-2016-135685,16/11/2016,2016/11/18,Second Class,Milwaukee,16/11/2016,2022-06-20
CA-2016-104626,01/09/2016,2016/08/09,Standard Class,Franklin,01/09/2016,2022-06-20
CA-2016-104626,01/09/2016,2016/08/09,Standard Class,Franklin,01/09/2016,2022-06-20
CA-2016-104626,01/09/2016,2016/08/09,Standard Class,Franklin,01/09/2016,2022-06-20
CA-2016-104626,01/09/2016,2016/08/09,Standard Class,Franklin,01/09/2016,2022-06-20
CA-2017-160500,05/05/2017,2017/08/05,First Class,Encinitas,05/05/2017,2022-06-20
CA-2017-160500,05/05/2017,2017/08/05,First Class,Encinitas,05/05/2017,2022-06-20
CA-2017-100202,31/12/2017,2018/05/01,Standard Class,Anaheim,31/12/2017,2022-06-20
CA-2018-131016,18/09/2018,2018/09/20,First Class,Arlington,18/09/2018,2022-06-20
CA-2018-131016,18/09/2018,2018/09/20,First Class,Arlington,18/09/2018,2022-06-20
US-2015-112914,25/09/2015,2015/09/30,Standard Class,Houston,25/09/2015,2022-06-20
US-2015-112914,25/09/2015,2015/09/30,Standard Class,Houston,25/09/2015,2022-06-20
US-2015-112914,25/09/2015,2015/09/30,Standard Class,Houston,25/09/2015,2022-06-20
US-2015-112914,25/09/2015,2015/09/30,Standard Class,Houston,25/09/2015,2022-06-20
CA-2017-124149,23/04/2017,2017/04/26,First Class,Lancaster,23/04/2017,2022-06-20
CA-2017-124149,23/04/2017,2017/04/26,First Class,Lancaster,23/04/2017,2022-06-20
CA-2017-124149,23/04/2017,2017/04/26,First Class,Lancaster,23/04/2017,2022-06-20
CA-2015-148915,01/11/2015,2015/05/11,Standard Class,Portland,01/11/2015,2022-06-20
CA-2015-148915,01/11/2015,2015/05/11,Standard Class,Portland,01/11/2015,2022-06-20
CA-2018-134649,26/01/2018,2018/01/31,Second Class,Hoover,26/01/2018,2022-06-20
CA-2018-134649,26/01/2018,2018/01/31,Second Class,Hoover,26/01/2018,2022-06-20
CA-2018-110842,11/11/2018,2018/11/16,Standard Class,Los Angeles,11/11/2018,2022-06-20
CA-2018-110842,11/11/2018,2018/11/16,Standard Class,Los Angeles,11/11/2018,2022-06-20
CA-2018-110842,11/11/2018,2018/11/16,Standard Class,Los Angeles,11/11/2018,2022-06-20
CA-2017-147368,09/06/2017,2017/12/06,First Class,Tallahassee,09/06/2017,2022-06-20
US-2016-104185,03/09/2016,2016/08/09,Second Class,New York City,03/09/2016,2022-06-20
US-2015-125521,14/03/2015,2015/03/19,Standard Class,Chesapeake,14/03/2015,2022-06-20
US-2018-135062,31/08/2018,2018/04/09,Second Class,Fayetteville,31/08/2018,2022-06-20
CA-2018-135650,23/03/2018,2018/03/27,Standard Class,Huntsville,23/03/2018,2022-06-20
CA-2018-112865,18/05/2018,2018/05/22,Standard Class,Philadelphia,18/05/2018,2022-06-20
US-2017-162852,27/12/2017,2017/12/31,Standard Class,Woodstock,27/12/2017,2022-06-20
CA-2018-138163,17/11/2018,2018/11/20,First Class,Everett,17/11/2018,2022-06-20
CA-2018-152093,10/09/2018,2018/09/15,Standard Class,Chicago,10/09/2018,2022-06-20
CA-2018-157854,08/04/2018,2018/04/15,Standard Class,Roswell,08/04/2018,2022-06-20
CA-2018-157854,08/04/2018,2018/04/15,Standard Class,Roswell,08/04/2018,2022-06-20
CA-2017-123617,28/11/2017,2017/03/12,Standard Class,Palm Coast,28/11/2017,2022-06-20
US-2017-128293,02/06/2017,2017/05/06,First Class,Philadelphia,02/06/2017,2022-06-20
CA-2018-107342,17/12/2018,2018/12/22,Standard Class,Columbus,17/12/2018,2022-06-20
CA-2017-136371,19/03/2017,2017/03/21,Second Class,Oceanside,19/03/2017,2022-06-20
CA-2017-136371,19/03/2017,2017/03/21,Second Class,Oceanside,19/03/2017,2022-06-20
CA-2018-137344,20/08/2018,2018/08/20,Same Day,Franklin,20/08/2018,2022-06-20
CA-2018-169810,25/07/2018,2018/07/31,Standard Class,Sioux Falls,25/07/2018,2022-06-20
CA-2017-128594,26/08/2017,2017/08/29,First Class,San Diego,26/08/2017,2022-06-20
CA-2017-154690,15/08/2017,2017/08/17,Second Class,Fayetteville,15/08/2017,2022-06-20
CA-2018-138975,19/05/2018,2018/05/23,Standard Class,Atlanta,19/05/2018,2022-06-20
CA-2018-138975,19/05/2018,2018/05/23,Standard Class,Atlanta,19/05/2018,2022-06-20
CA-2018-138975,19/05/2018,2018/05/23,Standard Class,Atlanta,19/05/2018,2022-06-20
CA-2018-138975,19/05/2018,2018/05/23,Standard Class,Atlanta,19/05/2018,2022-06-20
CA-2018-106537,12/08/2018,2018/08/17,Standard Class,Orlando,12/08/2018,2022-06-20
US-2018-103828,13/08/2018,2018/08/13,Same Day,San Francisco,13/08/2018,2022-06-20
US-2018-103828,13/08/2018,2018/08/13,Same Day,San Francisco,13/08/2018,2022-06-20
US-2018-103828,13/08/2018,2018/08/13,Same Day,San Francisco,13/08/2018,2022-06-20
US-2018-103828,13/08/2018,2018/08/13,Same Day,San Francisco,13/08/2018,2022-06-20
CA-2017-115588,10/11/2017,2017/12/11,Second Class,Toledo,10/11/2017,2022-06-20
CA-2017-115588,10/11/2017,2017/12/11,Second Class,Toledo,10/11/2017,2022-06-20
CA-2018-143861,12/06/2018,2018/06/19,Standard Class,Saint Petersburg,12/06/2018,2022-06-20
CA-2015-148040,22/03/2015,2015/03/26,Standard Class,Tucson,22/03/2015,2022-06-20
CA-2015-148040,22/03/2015,2015/03/26,Standard Class,Tucson,22/03/2015,2022-06-20
CA-2018-135167,15/06/2018,2018/06/20,Standard Class,Los Angeles,15/06/2018,2022-06-20
CA-2018-137022,16/11/2018,2018/11/22,Standard Class,San Diego,16/11/2018,2022-06-20
US-2018-102638,29/12/2018,2018/12/31,First Class,New York City,29/12/2018,2022-06-20
US-2017-167339,21/01/2017,2017/01/23,Second Class,San Diego,21/01/2017,2022-06-20
US-2017-167339,21/01/2017,2017/01/23,Second Class,San Diego,21/01/2017,2022-06-20
